2016, 01, 01, 18:13, 05:47, 7389, 7755
2016, 01, 02, 18:14, 05:46, 7390, 7756
2016, 01, 03, 18:14, 05:46, 7391, 7757
2016, 01, 04, 18:14, 05:46, 7392, 7758
2016, 01, 05, 18:14, 05:46, 7393, 7759
2016, 01, 06, 18:15, 05:45, 7394, 7760
2016, 01, 07, 18:15, 05:45, 7395, 7761
2016, 01, 08, 18:15, 05:45, 7396, 7762
2016, 01, 09, 18:16, 05:44, 7397, 7763
2016, 01, 10, 18:16, 05:44, 7398, 7764
2016, 01, 11, 18:17, 05:43, 7399, 7765
2016, 01, 12, 18:17, 05:43, 7400, 7766
2016, 01, 13, 18:18, 05:42, 7401, 7767
2016, 01, 14, 18:18, 05:42, 7402, 7768
2016, 01, 15, 18:19, 05:41, 7403, 7769
2016, 01, 16, 18:19, 05:41, 7404, 7770
2016, 01, 17, 18:20, 05:40, 7405, 7771
2016, 01, 18, 18:20, 05:40, 7406, 7772
2016, 01, 19, 18:21, 05:39, 7407, 7773
2016, 01, 20, 18:21, 05:39, 7408, 7774
2016, 01, 21, 18:22, 05:38, 7409, 7775
2016, 01, 22, 18:22, 05:38, 7410, 7776
2016, 01, 23, 18:23, 05:37, 7411, 7777
2016, 01, 24, 18:24, 05:36, 7412, 7778
2016, 01, 25, 18:24, 05:36, 7413, 7779
2016, 01, 26, 18:25, 05:35, 7414, 7780
2016, 01, 27, 18:26, 05:34, 7415, 7781
2016, 01, 28, 18:26, 05:34, 7416, 7782
2016, 01, 29, 18:27, 05:33, 7417, 7783
2016, 01, 30, 18:28, 05:32, 7418, 7784
2016, 01, 31, 18:29, 05:31, 7419, 7785
2016, 02, 01, 18:29, 05:31, 7420, 7786
2016, 02, 02, 18:30, 05:30, 7421, 7787
2016, 02, 03, 18:31, 05:29, 7422, 7788
2016, 02, 04, 18:32, 05:28, 7423, 7789
2016, 02, 05, 18:32, 05:28, 7424, 7790
2016, 02, 06, 18:33, 05:27, 7425, 7791
2016, 02, 07, 18:34, 05:26, 7426, 7792
2016, 02, 08, 18:35, 05:25, 7427, 7793
2016, 02, 09, 18:36, 05:24, 7428, 7794
2016, 02, 10, 18:36, 05:24, 7429, 7795
2016, 02, 11, 18:37, 05:23, 7430, 7796
2016, 02, 12, 18:38, 05:22, 7431, 7797
2016, 02, 13, 18:39, 05:21, 7432, 7798
2016, 02, 14, 18:40, 05:20, 7433, 7799
2016, 02, 15, 18:41, 05:19, 7434, 7800
2016, 02, 16, 18:42, 05:18, 7435, 7801
2016, 02, 17, 18:43, 05:17, 7436, 7802
2016, 02, 18, 18:43, 05:17, 7437, 7803
2016, 02, 19, 18:44, 05:16, 7438, 7804
2016, 02, 20, 18:45, 05:15, 7439, 7805
2016, 02, 21, 18:46, 05:14, 7440, 7806
2016, 02, 22, 18:47, 05:13, 7441, 7807
2016, 02, 23, 18:48, 05:12, 7442, 7808
2016, 02, 24, 18:49, 05:11, 7443, 7809
2016, 02, 25, 18:50, 05:10, 7444, 7810
2016, 02, 26, 18:51, 05:09, 7445, 7811
2016, 02, 27, 18:52, 05:08, 7446, 7812
2016, 02, 28, 18:53, 05:07, 7447, 7813
2016, 02, 29, 18:54, 05:06, 7448, 7814
2016, 03, 01, 18:55, 05:05, 7449, 7815
2016, 03, 02, 18:56, 05:04, 7450, 7816
2016, 03, 03, 18:57, 05:03, 7451, 7817
2016, 03, 04, 18:58, 05:02, 7452, 7818
2016, 03, 05, 18:59, 05:01, 7453, 7819
2016, 03, 06, 19:00, 05:00, 7454, 7820
2016, 03, 07, 19:01, 04:59, 7455, 7821
2016, 03, 08, 19:02, 04:58, 7456, 7822
2016, 03, 09, 19:03, 04:57, 7457, 7823
2016, 03, 10, 19:04, 04:56, 7458, 7824
2016, 03, 11, 19:05, 04:55, 7459, 7825
2016, 03, 12, 19:06, 04:54, 7460, 7826
2016, 03, 13, 19:07, 04:53, 7461, 7827
2016, 03, 14, 19:08, 04:52, 7462, 7828
2016, 03, 15, 19:09, 04:51, 7463, 7829
2016, 03, 16, 19:10, 04:50, 7464, 7830
2016, 03, 17, 19:11, 04:49, 7465, 7831
2016, 03, 18, 19:12, 04:48, 7466, 7832
2016, 03, 19, 19:13, 04:47, 7467, 7833
2016, 03, 20, 19:14, 04:46, 7468, 7834
2016, 03, 21, 19:15, 04:45, 7469, 7835
2016, 03, 22, 19:16, 04:44, 7470, 7836
2016, 03, 23, 19:17, 04:43, 7471, 7837
2016, 03, 24, 19:18, 04:42, 7472, 7838
2016, 03, 25, 19:19, 04:41, 7473, 7839
2016, 03, 26, 19:20, 04:40, 7474, 7840
2016, 03, 27, 19:21, 04:39, 7475, 7841
2016, 03, 28, 19:22, 04:38, 7476, 7842
2016, 03, 29, 19:23, 04:37, 7477, 7843
2016, 03, 30, 19:24, 04:36, 7478, 7844
2016, 03, 31, 19:25, 04:35, 7479, 7845
2016, 04, 01, 19:26, 04:34, 7480, 7846
2016, 04, 02, 19:27, 04:33, 7481, 7847
2016, 04, 03, 19:28, 04:32, 7482, 7848
2016, 04, 04, 19:29, 04:31, 7483, 7849
2016, 04, 05, 19:30, 04:30, 7484, 7850
2016, 04, 06, 19:31, 04:29, 7485, 7851
2016, 04, 07, 19:32, 04:28, 7486, 7852
2016, 04, 08, 19:33, 04:27, 7487, 7853
2016, 04, 09, 19:34, 04:26, 7488, 7854
2016, 04, 10, 19:35, 04:25, 7489, 7855
2016, 04, 11, 19:36, 04:24, 7490, 7856
2016, 04, 12, 19:37, 04:23, 7491, 7857
2016, 04, 13, 19:38, 04:22, 7492, 7858
2016, 04, 14, 19:38, 04:22, 7493, 7859
2016, 04, 15, 19:39, 04:21, 7494, 7860
2016, 04, 16, 19:40, 04:20, 7495, 7861
2016, 04, 17, 19:41, 04:19, 7496, 7862
2016, 04, 18, 19:42, 04:18, 7497, 7863
2016, 04, 19, 19:43, 04:17, 7498, 7864
2016, 04, 20, 19:44, 04:16, 7499, 7865
2016, 04, 21, 19:45, 04:15, 7500, 7866
2016, 04, 22, 19:46, 04:14, 7501, 7867
2016, 04, 23, 19:47, 04:13, 7502, 7868
2016, 04, 24, 19:48, 04:12, 7503, 7869
2016, 04, 25, 19:49, 04:11, 7504, 7870
2016, 04, 26, 19:50, 04:10, 7505, 7871
2016, 04, 27, 19:50, 04:10, 7506, 7872
2016, 04, 28, 19:51, 04:09, 7507, 7873
2016, 04, 29, 19:52, 04:08, 7508, 7874
2016, 04, 30, 19:53, 04:07, 7509, 7875
2016, 05, 01, 19:54, 04:06, 7510, 7876
2016, 05, 02, 19:55, 04:05, 7511, 7877
2016, 05, 03, 19:56, 04:04, 7512, 7878
2016, 05, 04, 19:56, 04:04, 7513, 7879
2016, 05, 05, 19:57, 04:03, 7514, 7880
2016, 05, 06, 19:58, 04:02, 7515, 7881
2016, 05, 07, 19:59, 04:01, 7516, 7882
2016, 05, 08, 20:00, 04:00, 7517, 7883
2016, 05, 09, 20:00, 04:00, 7518, 7884
2016, 05, 10, 20:01, 03:59, 7519, 7885
2016, 05, 11, 20:02, 03:58, 7520, 7886
2016, 05, 12, 20:02, 03:58, 7521, 7887
2016, 05, 13, 20:03, 03:57, 7522, 7888
2016, 05, 14, 20:04, 03:56, 7523, 7889
2016, 05, 15, 20:05, 03:55, 7524, 7890
2016, 05, 16, 20:05, 03:55, 7525, 7891
2016, 05, 17, 20:06, 03:54, 7526, 7892
2016, 05, 18, 20:07, 03:53, 7527, 7893
2016, 05, 19, 20:07, 03:53, 7528, 7894
2016, 05, 20, 20:08, 03:52, 7529, 7895
2016, 05, 21, 20:08, 03:52, 7530, 7896
2016, 05, 22, 20:09, 03:51, 7531, 7897
2016, 05, 23, 20:10, 03:50, 7532, 7898
2016, 05, 24, 20:10, 03:50, 7533, 7899
2016, 05, 25, 20:11, 03:49, 7534, 7900
2016, 05, 26, 20:11, 03:49, 7535, 7901
2016, 05, 27, 20:12, 03:48, 7536, 7902
